name,latitude,longitude,wkt,street,side,length_m,est_spaces,zone
Northwest 1st Street (right),25.7746458,-80.2085970,"POLYGON((-80.2094303 25.7746120, -80.2077630 25.7746563, -80.2077637 25.7746797, -80.2094310 25.7746354, -80.2094303 25.7746120))",Northwest 1st Street,right,167.2,22,
Northwest 3rd Street (left),25.7765517,-80.2121224,"POLYGON((-80.2147401 25.7764571, -80.2095037 25.7766230, -80.2095046 25.7766464, -80.2147410 25.7764805, -80.2147401 25.7764571))",Northwest 3rd Street,left,525.2,76,
Northwest 3rd Street (right),25.7764692,-80.2121191,"POLYGON((-80.2147369 25.7763745, -80.2095005 25.7765404, -80.2095014 25.7765638, -80.2147378 25.7763979, -80.2147369 25.7763745))",Northwest 3rd Street,right,525.2,76,
Northwest 3rd Street (left),25.7766589,-80.2086715,"POLYGON((-80.2095037 25.7766230, -80.2078385 25.7766714, -80.2078394 25.7766948, -80.2095045 25.7766464, -80.2095037 25.7766230))",Northwest 3rd Street,left,167.0,22,
Northwest 3rd Street (right),25.7765763,-80.2086686,"POLYGON((-80.2095007 25.7765404, -80.2078356 25.7765888, -80.2078364 25.7766122, -80.2095016 25.7765638, -80.2095007 25.7765404))",Northwest 3rd Street,right,167.0,22,
Southwest 4th Street (left),25.7699397,-80.2032267,"POLYGON((-80.2025734 25.7699704, -80.2038808 25.7699324, -80.2038800 25.7699090, -80.2025726 25.7699470, -80.2025734 25.7699704))",Southwest 4th Street,left,131.1,17,
Southwest 4th Street (right),25.7700223,-80.2032297,"POLYGON((-80.2025764 25.7700530, -80.2038838 25.7700150, -80.2038830 25.7699916, -80.2025756 25.7700296, -80.2025764 25.7700530))",Southwest 4th Street,right,131.1,17,
Southwest 5th Street (left),25.7689452,-80.2071277,"POLYGON((-80.2075463 25.7689204, -80.2067081 25.7689466, -80.2067090 25.7689700, -80.2075472 25.7689438, -80.2075463 25.7689204))",Southwest 5th Street,left,84.1,10,
Southwest 5th Street (right),25.7688626,-80.2071245,"POLYGON((-80.2075432 25.7688378, -80.2067050 25.7688640, -80.2067059 25.7688874, -80.2075441 25.7688612, -80.2075432 25.7688378))",Southwest 5th Street,right,84.1,10,
Southwest 5th Street (left),25.7689694,-80.2062937,"POLYGON((-80.2067080 25.7689466, -80.2058787 25.7689687, -80.2058794 25.7689921, -80.2067087 25.7689700, -80.2067080 25.7689466))",Southwest 5th Street,left,83.2,10,
Southwest 5th Street (right),25.7688867,-80.2062910,"POLYGON((-80.2067053 25.7688640, -80.2058760 25.7688861, -80.2058767 25.7689095, -80.2067060 25.7688874, -80.2067053 25.7688640))",Southwest 5th Street,right,83.2,10,
Southeast 14th Street (left),25.7598872,-80.1897048,"POLYGON((-80.1900625 25.7599613, -80.1893538 25.7597906, -80.1893471 25.7598132, -80.1900558 25.7599838, -80.1900625 25.7599613))",Southeast 14th Street,left,73.5,8,
Southeast 14th Street (right),25.7598074,-80.1897286,"POLYGON((-80.1900863 25.7598814, -80.1893776 25.7597108, -80.1893709 25.7597333, -80.1900796 25.7599040, -80.1900863 25.7598814))",Southeast 14th Street,right,73.5,8,
Northeast 11th Street (left),25.7848317,-80.1897157,"POLYGON((-80.1894301 25.7848533, -80.1900023 25.7848334, -80.1900013 25.7848100, -80.1894291 25.7848299, -80.1894301 25.7848533))",Northeast 11th Street,left,57.4,6,
Northeast 11th Street (right),25.7849142,-80.1897193,"POLYGON((-80.1894337 25.7849359, -80.1900059 25.7849160, -80.1900049 25.7848926, -80.1894327 25.7849125, -80.1894337 25.7849359))",Northeast 11th Street,right,57.4,6,
Northeast 4th Street (left),25.7780895,-80.1894633,"POLYGON((-80.1885236 25.7781306, -80.1904039 25.7780717, -80.1904030 25.7780483, -80.1885227 25.7781072, -80.1885236 25.7781306))",Northeast 4th Street,left,188.6,25,
Northeast 4th Street (right),25.7781720,-80.1894665,"POLYGON((-80.1885268 25.7782132, -80.1904071 25.7781543, -80.1904062 25.7781309, -80.1885259 25.7781898, -80.1885268 25.7782132))",Northeast 4th Street,right,188.6,25,
Southeast 3rd Street (left),25.7718590,-80.1874184,"POLYGON((-80.1875012 25.7717922, -80.1873206 25.7719068, -80.1873355 25.7719259, -80.1875162 25.7718113, -80.1875012 25.7717922))",Southeast 3rd Street,left,22.2,1,
Southeast 3rd Street (right),25.7717915,-80.1873655,"POLYGON((-80.1874484 25.7717246, -80.1872677 25.7718392, -80.1872827 25.7718583, -80.1874633 25.7717437, -80.1874484 25.7717246))",Southeast 3rd Street,right,22.2,1,
South Miami Avenue (left),25.7649702,-80.1933005,"POLYGON((-80.1932669 25.7644874, -80.1933083 25.7654540, -80.1933342 25.7654531, -80.1932928 25.7644865, -80.1932669 25.7644874))",South Miami Avenue,left,107.7,13,
South Miami Avenue (right),25.7649734,-80.1932089,"POLYGON((-80.1931752 25.7644905, -80.1932166 25.7654571, -80.1932425 25.7654562, -80.1932011 25.7644896, -80.1931752 25.7644905))",South Miami Avenue,right,107.7,13,
South Miami Avenue (left),25.7657051,-80.1933327,"POLYGON((-80.1933083 25.7654539, -80.1933312 25.7659572, -80.1933571 25.7659562, -80.1933342 25.7654529, -80.1933083 25.7654539))",South Miami Avenue,left,56.1,6,
South Miami Avenue (right),25.7657084,-80.1932410,"POLYGON((-80.1932166 25.7654573, -80.1932395 25.7659606, -80.1932654 25.7659596, -80.1932425 25.7654563, -80.1932166 25.7654573))",South Miami Avenue,right,56.1,6,
South Miami Avenue (left),25.7592262,-80.1939133,"POLYGON((-80.1937502 25.7596611, -80.1941006 25.7587993, -80.1940763 25.7587913, -80.1937259 25.7596531, -80.1937502 25.7596611))",South Miami Avenue,left,102.2,12,
South Miami Avenue (right),25.7592546,-80.1939994,"POLYGON((-80.1938364 25.7596895, -80.1941868 25.7588277, -80.1941625 25.7588197, -80.1938121 25.7596815, -80.1938364 25.7596895))",South Miami Avenue,right,102.2,12,
Northeast 2nd Street (left),25.7763110,-80.1877414,"POLYGON((-80.1879768 25.7762920, -80.1875051 25.7763066, -80.1875060 25.7763300, -80.1879777 25.7763154, -80.1879768 25.7762920))",Northeast 2nd Street,left,47.3,4,
Northeast 2nd Street (right),25.7762284,-80.1877383,"POLYGON((-80.1879737 25.7762094, -80.1875020 25.7762240, -80.1875029 25.7762474, -80.1879746 25.7762328, -80.1879737 25.7762094))",Northeast 2nd Street,right,47.3,4,
North Miami Avenue (left),25.7765600,-80.1936517,"POLYGON((-80.1936884 25.7770400, -80.1936408 25.7760790, -80.1936149 25.7760801, -80.1936625 25.7770411, -80.1936884 25.7770400))",North Miami Avenue,left,107.1,13,
North Miami Avenue (right),25.7765564,-80.1937433,"POLYGON((-80.1937801 25.7770363, -80.1937325 25.7760753, -80.1937066 25.7760764, -80.1937542 25.7770374, -80.1937801 25.7770363))",North Miami Avenue,right,107.1,13,
Northeast 1st Street (left),25.7752491,-80.1882347,"POLYGON((-80.1878348 25.7752737, -80.1886354 25.7752479, -80.1886345 25.7752245, -80.1878339 25.7752503, -80.1878348 25.7752737))",Northeast 1st Street,left,80.3,9,
Northeast 1st Street (right),25.7753317,-80.1882379,"POLYGON((-80.1878381 25.7753563, -80.1886387 25.7753305, -80.1886378 25.7753071, -80.1878372 25.7753329, -80.1878381 25.7753563))",Northeast 1st Street,right,80.3,9,
Northeast 1st Street (left),25.7752137,-80.1893146,"POLYGON((-80.1886354 25.7752479, -80.1899948 25.7752029, -80.1899938 25.7751795, -80.1886344 25.7752245, -80.1886354 25.7752479))",Northeast 1st Street,left,136.4,18,
Northeast 1st Street (right),25.7752963,-80.1893180,"POLYGON((-80.1886388 25.7753305, -80.1899982 25.7752855, -80.1899972 25.7752621, -80.1886378 25.7753071, -80.1886388 25.7753305))",Northeast 1st Street,right,136.4,18,
South Miami Avenue (left),25.7577841,-80.1954204,"POLYGON((-80.1945417 25.7584016, -80.1963148 25.7571851, -80.1962991 25.7571665, -80.1945260 25.7583831, -80.1945417 25.7584016))",South Miami Avenue,left,223.5,31,
South Miami Avenue (right),25.7578498,-80.1954760,"POLYGON((-80.1945973 25.7584674, -80.1963704 25.7572508, -80.1963547 25.7572323, -80.1945816 25.7584488, -80.1945973 25.7584674))",South Miami Avenue,right,223.5,31,
South Miami Avenue (left),25.7568793,-80.1967371,"POLYGON((-80.1963147 25.7571852, -80.1971753 25.7565920, -80.1971595 25.7565734, -80.1962989 25.7571666, -80.1963147 25.7571852))",South Miami Avenue,left,108.7,13,
South Miami Avenue (right),25.7569449,-80.1967929,"POLYGON((-80.1963705 25.7572508, -80.1972311 25.7566576, -80.1972153 25.7566390, -80.1963547 25.7572322, -80.1963705 25.7572508))",South Miami Avenue,right,108.7,13,
South Miami Avenue (left),25.7562813,-80.1976042,"POLYGON((-80.1971753 25.7565920, -80.1980489 25.7559892, -80.1980331 25.7559706, -80.1971595 25.7565734, -80.1971753 25.7565920))",South Miami Avenue,left,110.3,14,
South Miami Avenue (right),25.7563469,-80.1976600,"POLYGON((-80.1972311 25.7566576, -80.1981047 25.7560548, -80.1980889 25.7560362, -80.1972153 25.7566390, -80.1972311 25.7566576))",South Miami Avenue,right,110.3,14,
South Miami Avenue (left),25.7556780,-80.1984821,"POLYGON((-80.1980490 25.7559891, -80.1989310 25.7553855, -80.1989153 25.7553669, -80.1980333 25.7559705, -80.1980490 25.7559891))",South Miami Avenue,left,111.1,14,
South Miami Avenue (right),25.7557438,-80.1985377,"POLYGON((-80.1981045 25.7560549, -80.1989865 25.7554513, -80.1989708 25.7554327, -80.1980888 25.7560363, -80.1981045 25.7560549))",South Miami Avenue,right,111.1,14,
South Miami Avenue (left),25.7550937,-80.1993325,"POLYGON((-80.1989309 25.7553856, -80.1997500 25.7548203, -80.1997342 25.7548017, -80.1989151 25.7553670, -80.1989309 25.7553856))",South Miami Avenue,left,103.5,13,
South Miami Avenue (right),25.7551592,-80.1993884,"POLYGON((-80.1989867 25.7554512, -80.1998058 25.7548859, -80.1997900 25.7548673, -80.1989709 25.7554326, -80.1989867 25.7554512))",South Miami Avenue,right,103.5,13,
Southwest 15th Road (left),25.7590238,-80.1946486,"POLYGON((-80.1942154 25.7587831, -80.1950677 25.7592841, -80.1950819 25.7592646, -80.1942296 25.7587636, -80.1942154 25.7587831))",Southwest 15th Road,left,102.0,12,
Southwest 15th Road (right),25.7590931,-80.1945985,"POLYGON((-80.1941652 25.7588523, -80.1950175 25.7593533, -80.1950317 25.7593338, -80.1941794 25.7588328, -80.1941652 25.7588523))",Southwest 15th Road,right,102.0,12,
Southwest 15th Road (left),25.7594284,-80.1953326,"POLYGON((-80.1950678 25.7592842, -80.1955831 25.7595921, -80.1955974 25.7595726, -80.1950821 25.7592647, -80.1950678 25.7592842))",Southwest 15th Road,left,62.0,6,
Southwest 15th Road (right),25.7594973,-80.1952819,"POLYGON((-80.1950171 25.7593531, -80.1955324 25.7596610, -80.1955467 25.7596415, -80.1950314 25.7593336, -80.1950171 25.7593531))",Southwest 15th Road,right,62.0,6,
Southwest 15th Road (left),25.7597495,-80.1958734,"POLYGON((-80.1955829 25.7595920, -80.1961495 25.7599266, -80.1961638 25.7599071, -80.1955972 25.7595725, -80.1955829 25.7595920))",Southwest 15th Road,left,67.9,7,
Southwest 15th Road (right),25.7598187,-80.1958230,"POLYGON((-80.1955326 25.7596611, -80.1960992 25.7599957, -80.1961135 25.7599762, -80.1955469 25.7596416, -80.1955326 25.7596611))",Southwest 15th Road,right,67.9,7,
Southwest 25th Road (left),25.7591760,-80.2099813,"POLYGON((-80.2095537 25.7586924, -80.2103882 25.7596739, -80.2104088 25.7596597, -80.2095743 25.7586782, -80.2095537 25.7586924))",Southwest 25th Road,left,137.6,18,
Southwest 25th Road (right),25.7592263,-80.2099084,"POLYGON((-80.2094809 25.7587426, -80.2103154 25.7597241, -80.2103360 25.7597099, -80.2095015 25.7587284, -80.2094809 25.7587426))",Southwest 25th Road,right,137.6,18,
Southwest 25th Road (left),25.7602382,-80.2108706,"POLYGON((-80.2103885 25.7596742, -80.2113318 25.7608161, -80.2113526 25.7608022, -80.2104093 25.7596603, -80.2103885 25.7596742))",Southwest 25th Road,left,158.4,21,
Southwest 25th Road (right),25.7602875,-80.2107969,"POLYGON((-80.2103149 25.7597235, -80.2112582 25.7608654, -80.2112790 25.7608515, -80.2103357 25.7597096, -80.2103149 25.7597235))",Southwest 25th Road,right,158.4,21,
Southwest 3rd Avenue (left),25.7597312,-80.2018306,"POLYGON((-80.2021637 25.7594847, -80.2014816 25.7599593, -80.2014975 25.7599777, -80.2021796 25.7595031, -80.2021637 25.7594847))",Southwest 3rd Avenue,left,86.4,10,
Southwest 3rd Avenue (right),25.7596658,-80.2017745,"POLYGON((-80.2021076 25.7594193, -80.2014255 25.7598939, -80.2014414 25.7599123, -80.2021235 25.7594377, -80.2021076 25.7594193))",Southwest 3rd Avenue,right,86.4,10,
Southwest 3rd Avenue (left),25.7601319,-80.2012532,"POLYGON((-80.2014815 25.7599593, -80.2010091 25.7602860, -80.2010249 25.7603045, -80.2014973 25.7599778, -80.2014815 25.7599593))",Southwest 3rd Avenue,left,59.7,6,
Southwest 3rd Avenue (right),25.7600664,-80.2011974,"POLYGON((-80.2014257 25.7598938, -80.2009533 25.7602205, -80.2009691 25.7602390, -80.2014415 25.7599123, -80.2014257 25.7598938))",Southwest 3rd Avenue,right,59.7,6,
Southwest 3rd Avenue (left),25.7604157,-80.2008409,"POLYGON((-80.2010090 25.7602861, -80.2006571 25.7605267, -80.2006728 25.7605453, -80.2010247 25.7603047, -80.2010090 25.7602861))",Southwest 3rd Avenue,left,44.3,4,
Southwest 3rd Avenue (right),25.7603499,-80.2007854,"POLYGON((-80.2009535 25.7602203, -80.2006016 25.7604609, -80.2006173 25.7604795, -80.2009692 25.7602389, -80.2009535 25.7602203))",Southwest 3rd Avenue,right,44.3,4,
Southwest 3rd Avenue (left),25.7607798,-80.2003123,"POLYGON((-80.2006572 25.7605266, -80.1999516 25.7610144, -80.1999674 25.7610329, -80.2006730 25.7605451, -80.2006572 25.7605266))",Southwest 3rd Avenue,left,89.2,11,
Southwest 3rd Avenue (right),25.7607142,-80.2002565,"POLYGON((-80.2006014 25.7604611, -80.1998958 25.7609489, -80.1999116 25.7609674, -80.2006172 25.7604796, -80.2006014 25.7604611))",Southwest 3rd Avenue,right,89.2,11,
Southwest 3rd Avenue (left),25.7535740,-80.2107750,"POLYGON((-80.2124750 25.7523888, -80.2090592 25.7547406, -80.2090750 25.7547591, -80.2124908 25.7524074, -80.2124750 25.7523888))",Southwest 3rd Avenue,left,431.1,62,
Southwest 3rd Avenue (right),25.7535083,-80.2107193,"POLYGON((-80.2124193 25.7523232, -80.2090035 25.7546749, -80.2090193 25.7546935, -80.2124351 25.7523417, -80.2124193 25.7523232))",Southwest 3rd Avenue,right,431.1,62,
Southwest 3rd Avenue (left),25.7550771,-80.2085910,"POLYGON((-80.2089777 25.7547976, -80.2081886 25.7553380, -80.2082043 25.7553566, -80.2089934 25.7548162, -80.2089777 25.7547976))",Southwest 3rd Avenue,left,99.4,12,
Southwest 3rd Avenue (right),25.7550113,-80.2085355,"POLYGON((-80.2089222 25.7547318, -80.2081331 25.7552722, -80.2081488 25.7552908, -80.2089379 25.7547504, -80.2089222 25.7547318))",Southwest 3rd Avenue,right,99.4,12,
Southwest 3rd Avenue (left),25.7556812,-80.2077133,"POLYGON((-80.2081192 25.7553842, -80.2072916 25.7559597, -80.2073074 25.7559782, -80.2081350 25.7554027, -80.2081192 25.7553842))",Southwest 3rd Avenue,left,104.8,13,
Southwest 3rd Avenue (right),25.7556158,-80.2076572,"POLYGON((-80.2080631 25.7553188, -80.2072355 25.7558943, -80.2072513 25.7559128, -80.2080789 25.7553373, -80.2080631 25.7553188))",Southwest 3rd Avenue,right,104.8,13,
Southwest 3rd Avenue (left),25.7562869,-80.2068340,"POLYGON((-80.2071947 25.7560169, -80.2064574 25.7565385, -80.2064734 25.7565569, -80.2072107 25.7560353, -80.2071947 25.7560169))",Southwest 3rd Avenue,left,94.0,11,
Southwest 3rd Avenue (right),25.7562219,-80.2067774,"POLYGON((-80.2071380 25.7559519, -80.2064007 25.7564735, -80.2064167 25.7564919, -80.2071540 25.7559703, -80.2071380 25.7559519))",Southwest 3rd Avenue,right,94.0,11,
Southwest 3rd Avenue (left),25.7568553,-80.2060129,"POLYGON((-80.2063882 25.7565839, -80.2056220 25.7571080, -80.2056377 25.7571266, -80.2064039 25.7566025, -80.2063882 25.7565839))",Southwest 3rd Avenue,left,96.5,12,
Southwest 3rd Avenue (right),25.7567894,-80.2059575,"POLYGON((-80.2063327 25.7565181, -80.2055665 25.7570422, -80.2055822 25.7570608, -80.2063484 25.7565367, -80.2063327 25.7565181))",Southwest 3rd Avenue,right,96.5,12,
Southwest 3rd Avenue (left),25.7574377,-80.2051629,"POLYGON((-80.2055587 25.7571517, -80.2047514 25.7577051, -80.2047671 25.7577237, -80.2055744 25.7571703, -80.2055587 25.7571517))",Southwest 3rd Avenue,left,101.7,12,
Southwest 3rd Avenue (right),25.7573719,-80.2051074,"POLYGON((-80.2055032 25.7570859, -80.2046959 25.7576393, -80.2047116 25.7576579, -80.2055189 25.7571045, -80.2055032 25.7570859))",Southwest 3rd Avenue,right,101.7,12,
Southwest 3rd Avenue (left),25.7579940,-80.2043544,"POLYGON((-80.2047515 25.7577050, -80.2039415 25.7582645, -80.2039573 25.7582831, -80.2047673 25.7577236, -80.2047515 25.7577050))",Southwest 3rd Avenue,left,102.3,13,
Southwest 3rd Avenue (right),25.7579285,-80.2042986,"POLYGON((-80.2046957 25.7576394, -80.2038857 25.7581989, -80.2039015 25.7582175, -80.2047115 25.7576580, -80.2046957 25.7576394))",Southwest 3rd Avenue,right,102.3,13,
Southwest 3rd Avenue (left),25.7585560,-80.2035368,"POLYGON((-80.2039414 25.7582646, -80.2031165 25.7588288, -80.2031322 25.7588474, -80.2039571 25.7582832, -80.2039414 25.7582646))",Southwest 3rd Avenue,left,103.9,13,
Southwest 3rd Avenue (right),25.7584902,-80.2034813,"POLYGON((-80.2038859 25.7581988, -80.2030610 25.7587630, -80.2030767 25.7587816, -80.2039016 25.7582174, -80.2038859 25.7581988))",Southwest 3rd Avenue,right,103.9,13,
Southwest 3rd Avenue (left),25.7589560,-80.2029510,"POLYGON((-80.2031164 25.7588289, -80.2027700 25.7590645, -80.2027857 25.7590831, -80.2031321 25.7588475, -80.2031164 25.7588289))",Southwest 3rd Avenue,left,43.5,4,
Southwest 3rd Avenue (right),25.7588900,-80.2028958,"POLYGON((-80.2030611 25.7587629, -80.2027147 25.7589985, -80.2027304 25.7590171, -80.2030768 25.7587815, -80.2030611 25.7587629))",Southwest 3rd Avenue,right,43.5,4,
Southwest 4th Avenue (left),25.7569819,-80.2088226,"POLYGON((-80.2084366 25.7572757, -80.2092249 25.7567063, -80.2092087 25.7566881, -80.2084204 25.7572575, -80.2084366 25.7572757))",Southwest 4th Avenue,left,101.3,12,
Southwest 4th Avenue (right),25.7570464,-80.2088801,"POLYGON((-80.2084940 25.7573402, -80.2092823 25.7567708, -80.2092661 25.7567526, -80.2084778 25.7573220, -80.2084940 25.7573402))",Southwest 4th Avenue,right,101.3,12,
Southwest 4th Avenue (left),25.7563919,-80.2096798,"POLYGON((-80.2092984 25.7566546, -80.2100763 25.7561481, -80.2100611 25.7561291, -80.2092832 25.7566357, -80.2092984 25.7566546))",Southwest 4th Avenue,left,96.2,12,
Southwest 4th Avenue (right),25.7564588,-80.2097335,"POLYGON((-80.2093522 25.7567216, -80.2101301 25.7562150, -80.2101149 25.7561961, -80.2093370 25.7567026, -80.2093522 25.7567216))",Southwest 4th Avenue,right,96.2,12,
Southeast 15th Road (left),25.7567861,-80.1907564,"POLYGON((-80.1906506 25.7567539, -80.1908511 25.7568394, -80.1908622 25.7568183, -80.1906618 25.7567328, -80.1906506 25.7567539))",Southeast 15th Road,left,22.2,1,
Southeast 15th Road (right),25.7568608,-80.1907172,"POLYGON((-80.1906114 25.7568286, -80.1908118 25.7569141, -80.1908230 25.7568930, -80.1906225 25.7568075, -80.1906114 25.7568286))",Southeast 15th Road,right,22.2,1,
Southeast 15th Road (left),25.7572302,-80.1915508,"POLYGON((-80.1908535 25.7568407, -80.1922340 25.7576394, -80.1922481 25.7576197, -80.1908676 25.7568211, -80.1908535 25.7568407))",Southeast 15th Road,left,164.5,22,
Southeast 15th Road (right),25.7572998,-80.1915012,"POLYGON((-80.1908039 25.7569103, -80.1921844 25.7577089, -80.1921985 25.7576893, -80.1908180 25.7568906, -80.1908039 25.7569103))",Southeast 15th Road,right,164.5,22,
Southeast 15th Road (left),25.7583388,-80.1935409,"POLYGON((-80.1937872 25.7584682, -80.1933088 25.7581897, -80.1932947 25.7582093, -80.1937731 25.7584878, -80.1937872 25.7584682))",Southeast 15th Road,left,57.1,6,
